"iteration","tmat","fmat","dlm","LH_2022_class1","LH_2022_class2","LH_2022_class3","LH_2023_class1","LH_2023_class2","LH_2023_class3","LH_2024_class1","LH_2024_class2","LH_2024_class3","LH_2025_class1","LH_2025_class2","LH_2025_class3","OBC_2022_class1","OBC_2022_class2","OBC_2022_class3","OBC_2025_class1","OBC_2025_class2","OBC_2025_class3"
4538,1.2991016891785,1.12341662031831,0.139988712524064,1,1655,54448,6784794.01025402,101161.171561259,98926.9553008528,3212244.12101712,3406626.43375258,3270245.30392861,48964997.7199881,3192086.17379416,3238068.46224818,1,1,1770,539378.532529367,736670.530831241,736265.276963987
4539,1.73361484985799,0.698619491385762,0.105241382459644,1,1655,54448,9693300.80644844,134996.752531768,132015.25345506,4672590.8947503,6481875.39776272,6221724.29486866,132773951.688889,7156289.04069908,7312496.17970144,1,1,1770,740148.071762453,1282723.86360954,1285848.40080926
4540,1.22576208580285,0.682294249627739,0.296216668817215,1,1655,54448,61474.9773973635,95450.2097011377,93342.124086052,127492.442564198,82587.6610340573,83936.0430866966,115040.161679667,97132.4844406605,97337.755665133,1,1,1770,4888.09414330388,468824.100643858,475941.026227601
4541,1.93560229055583,0.927276509336662,0.116678325308021,1,1655,54448,9820082.36571611,150725.53366712,147396.653297504,5096342.66917216,7341322.85170518,7047768.89666302,152330705.152816,8905388.37422016,9108975.84644623,1,1,1770,671075.711741354,1530710.01969654,1539292.34325432
4542,0.929631653148681,1.09566748557845,0.172022348758765,1,1655,54448,2981886.30448665,72390.5048668053,70791.7091967243,3995095.44613636,1085703.87759605,1043278.06030439,17119063.1183977,1777365.1500298,1744212.45342358,1,1,1770,188821.84296415,376127.741535066,375740.153664846
4543,1.66022453261539,1.2311110530165,0.115828930016141,1,1655,54448,13303353.1067412,129281.841578024,126426.560365172,7133722.3956592,8479760.48383292,8135680.55730577,238473844.686582,9608851.26860267,9777621.58429567,1,1,1770,948540.335636478,1364202.71134855,1358963.21456978
4544,1.47147958027199,0.960116185154766,0.161835575383157,1,1655,54448,3378096.26779974,114584.254264896,112053.579697627,5942260.77505934,1962428.94988882,1887664.45103082,14353103.7824234,4369547.5040935,4304550.52986167,1,1,1770,265090.483917971,754307.087628316,762212.547272759
4545,1.12176754912361,0.854091824020725,0.13953347587958,1,1655,54448,5215900.18244742,87352.1452816428,85422.911165849,5070359.43418551,2267734.13263542,2177377.15536913,25360719.8442741,3084027.61470133,3058491.84983861,1,1,1770,385043.523684215,552565.880819945,551861.550041561
4546,1.78474867502227,0.989080913900398,0.152381360728759,1,1655,54448,4404266.63453324,138978.548339684,135909.108476977,7218813.88404827,3091426.29271631,2972930.82859599,29273868.0040697,6896314.75016378,6832531.79376182,1,1,1770,352791.012973239,1078992.61619546,1094079.62561301
4547,1.45249816458672,0.683874502463732,0.349565689475276,1,1655,54448,12066.8628983928,113106.169627944,110608.139608768,28760.1085227279,79924.3440366009,83317.4927227207,22128.4588968525,59243.1517090698,61731.7960580725,1,1,1770,1866.38922665675,610056.928621027,622767.632416616
4548,1.83928132727742,0.987219545955304,0.343981030769646,1,1655,54448,20681.5093892517,143225.011135035,140061.785128097,62036.6608326684,127332.630045845,132807.822731438,59264.8845053086,129910.996424418,134502.615098737,1,1,1770,2857.05866470634,907334.486322819,933484.818419947
4549,1.23628967208788,1.15470770361135,0.31022729127435,1,1655,54448,68173.2636113674,96269.993842115,94143.8027125366,142546.892237552,86809.1750171484,88064.4382448026,133357.914312859,106928.066655651,106975.652757896,1,1,1770,5358.52252143484,475207.382350986,482536.468760232
4550,1.97035992853343,0.709975544887129,0.174737816990819,1,1655,54448,1803758.64280476,153432.114227984,150043.457106025,4976648.01446631,1477709.10601579,1428583.02896981,5833245.30789214,4781858.59281733,4701061.94393859,1,1,1770,141453.254013561,1124799.81898928,1152723.12143804
4551,1.84581419909373,1.01440688678995,0.155969127337448,1,1655,54448,4132119.60600963,143733.726482033,140559.265135661,7397011.67282836,3009650.37806918,2895263.81410052,26780532.5653706,7202372.07053844,7127433.50001171,1,1,1770,328465.769963605,1126021.9545125,1143812.42104978
4552,1.32895899275318,0.824940559139941,0.209818291326519,1,1655,54448,841869.666147065,103486.162618107,101200.597280338,1808501.46970636,487208.988300659,472559.963800671,5958232.80503453,1148751.08458788,1127287.85981731,1,1,1770,60353.834071711,558033.389121274,566369.92768859
4553,1.24491970334202,1.13268360164948,0.264245527063031,1,1655,54448,258463.493513398,96942.015193139,94800.9819951403,540926.096541886,177668.277328088,175210.923790633,924007.815217304,337046.508595841,332117.476818172,1,1,1770,18132.9147882722,486303.029313468,493570.677226155
4554,1.09769953833893,0.676479198504239,0.219178130931687,1,1655,54448,537589.439542513,85477.9670025987,83590.1254440609,990729.12414483,268428.503573863,261096.108530606,2606841.08864336,520829.583656028,511165.218993294,1,1,1770,34580.0667457146,410001.442228369,414173.061903227
4555,1.93054129686207,0.689134729036596,0.117429961822927,1,1655,54448,7168921.25840023,150331.43360891,147011.257218743,3362776.90880963,5378479.98392522,5166541.13763626,81498353.2170558,6235820.11329256,6396047.56615322,1,1,1770,534329.919365964,1379386.05562494,1393676.97598665
4556,1.50173008786514,1.086875574023,0.241504016821273,1,1655,54448,469814.359237597,116939.864155898,114357.164272587,1154705.19887623,345733.993813652,338529.516477399,2801930.40384505,848173.142156258,834131.007982747,1,1,1770,35666.1956134981,662293.929572199,675680.183651174
4557,1.93622522465885,0.824702120525763,0.20419205960352,1,1655,54448,976943.220443577,150774.041604713,147444.089902874,2897728.24289614,842378.843454583,819265.320002114,7923635.22938604,2724085.45118424,2677196.89821213,1,1,1770,77214.1973461693,1045827.24872598,1074092.01078318
4558,1.56455965023488,0.857177347119432,0.199230065417942,1,1655,54448,1156819.01815474,121832.408127589,119141.652938793,2798685.47910272,771101.755793598,746810.506676027,9148410.66093072,2101868.7652282,2063434.25664669,1,1,1770,89138.474882061,737093.497003574,751196.004398148
4559,1.25168819967657,0.756126590946224,0.231666357861832,1,1655,54448,428390.347236993,97469.0786436873,95316.4048753658,893751.070722687,259634.176596273,253819.890673327,2053639.09687232,543806.969049328,534466.4116852,1,1,1770,29765.5398640761,495757.39545647,502948.645867263
4560,1.45727220857516,0.844593984237872,0.295233266567811,1,1655,54448,78337.0187404011,113477.924885426,110971.684387581,191131.986229613,117052.709952073,118945.120534038,202679.083604444,168923.021724929,169049.509238499,1,1,1770,6638.88570679675,615851.980893161,628593.000809659
4561,1.60613363096491,1.10071548440028,0.321500355866738,1,1655,54448,46164.8134078299,125069.777944092,122307.52314558,123221.553793957,116147.90222232,119530.26423791,120496.034063922,144235.999889799,146126.208808732,1,1,1770,4554.53688121132,721005.665992152,738363.498120332
4562,1.48863840280101,0.846859190345276,0.138430914515629,1,1655,54448,5312776.11596218,115920.413400171,113360.228810228,5936020.68579077,3079585.4289908,2958495.797732,35001638.9787124,5020657.63427127,4997057.37677913,1,1,1770,427775.029195058,844684.62668884,849892.558861779
4563,1.63174400888383,0.872993370913901,0.237927911593579,1,1655,54448,416612.247828246,127064.060497942,124257.760554036,1108838.80114391,348700.48427663,342670.001590049,2529168.3103211,894944.187380447,881049.318405238,1,1,1770,32687.8034952068,756801.897635731,774353.986665283
4564,1.65694840988144,0.786510445002932,0.128756571002305,1,1655,54448,6238078.43732825,129026.729590482,126177.082706909,4906971.70673392,4017803.62090759,3859359.13583913,53264937.6210093,5505201.47562549,5545211.95682149,1,1,1770,504379.899199533,1040188.6071668,1047889.07223227
4565,1.65046206237748,0.864519023930188,0.255822722124867,1,1655,54448,250649.196173207,128521.637096092,125683.145538683,681653.642448565,249567.956382855,247858.213951633,1211196.136097,578109.626214913,571071.888592659,1,1,1770,20113.6417884001,763880.73039248,782372.828088118
4566,1.0971485491842,0.771055316517595,0.343465643899981,1,1655,54448,16332.9157248821,85435.0614249415,83548.1674665332,30226.017155837,51127.8283609857,52833.8539023421,19676.8191130816,33891.5170791128,34860.923854772,1,1,1770,1763.01400297942,395709.669730765,400443.984366931
4567,0.848753899428993,0.836858332995325,0.179946376092266,1,1655,54448,1861126.72703914,66092.54652553,64632.8457346034,2582574.5122936,628118.218961576,604275.301392087,13525369.9405142,1026537.94892682,1005392.44519645,1,1,1770,107362.17379012,310334.79577121,310191.128141672
4568,0.862879807129502,1.26280184803763,0.329484110081103,1,1655,54448,41166.3929124877,67192.5322958921,65708.5375386499,61367.6068167386,42633.0590936556,43230.2333130262,41276.3026847762,34197.1397578667,34315.1617513777,1,1,1770,2781.73211108549,281362.748029578,282816.432625022
4569,1.16474710935727,0.74011808441719,0.105940006638411,1,1655,54448,10101863.1601417,90698.9677072017,88695.8166431512,3961918.26950638,4516874.46896414,4333239.68881716,96504253.4534035,3662920.14907039,3722976.456168,1,1,1770,803942.449657382,724992.023581466,719007.142776919
4570,1.1562135563232,0.816797782026697,0.100466602505185,1,1655,54448,12672891.0501157,90034.4591243114,88045.9842038658,5554254.19114887,5612220.53780217,5382943.36094241,150513933.485822,4794864.67203456,4857375.04995828,1,1,1770,1010917.34822626,791455.871717899,782399.33160018
4571,1.12547351233661,1.15497944639064,0.269976548990235,1,1655,54448,223650.391506572,87640.7289879936,85705.1212962588,426911.770606921,141944.433885679,140071.912707328,657643.962342431,241389.931266106,237917.938609641,1,1,1770,14866.2233502178,416702.275770073,421697.805779523
4572,1.52784784808755,0.765306617959868,0.126584709296003,1,1655,54448,6395665.59834927,118973.656617769,116346.038984708,4375109.83829022,3790602.38722767,3640302.73213034,51478754.3501353,4641712.06876925,4682622.298844,1,1,1770,519289.763726127,923556.8665195,927854.270449512
4573,1.63922219481319,0.804645500157494,0.164622833102476,1,1655,54448,2639935.98709388,127646.387544445,124827.226494484,5635393.31729936,1734469.92340239,1670852.9824945,9956209.61556196,4541015.53367195,4467194.43365603,1,1,1770,209781.062161768,861984.015599543,875751.715947476
4574,1.74865329144523,0.693087846809067,0.143147741933353,1,1655,54448,3874800.45546373,136167.797402306,133160.43496863,7052566.32047687,2675573.74759843,2573976.47961887,22364407.1766337,6382491.88282468,6306207.10017446,1,1,1770,311228.78870403,1018093.10686008,1033026.77125283
4575,1.22168970713392,1.25014187174384,0.22472257076297,1,1655,54448,855261.866956073,95133.0931885335,93032.0113166624,1704519.3032326,450391.000565998,436402.682215512,5779767.88605929,991465.015529803,972576.090618207,1,1,1770,58704.955504788,490881.156938255,496916.427739651
4576,1.09615624137223,0.780034864449408,0.208348471287172,1,1655,54448,827671.464197592,85357.7903216514,83472.6029503927,1502442.16653703,388738.48273214,376388.990345935,5114397.31085128,780949.591791959,765766.675429449,1,1,1770,53419.2193596869,416931.034152718,420759.411591697
4577,0.983174825645983,1.06508491237182,0.343285529664718,1,1655,54448,22559.408033387,76559.9167797087,74869.0366888131,37840.2519658166,44973.5283533137,46180.5436863358,24031.7759807155,31016.864592736,31594.0551589044,1,1,1770,1977.75309389168,337534.286026591,340493.152306215
4578,1.75807867618278,0.705327023973223,0.178551729675382,1,1655,54448,1625841.35711597,136901.753004403,133878.180640422,4155495.74562048,1189187.98835716,1149547.16749026,8354323.78222561,3534390.91265994,3472176.12562349,1,1,1770,128898.820725998,917350.829030056,937049.098167217
4579,1.20897031044587,1.13640056028962,0.267192927154247,1,1655,54448,238364.028412614,94142.6325639087,92063.4257177878,485918.322291014,162082.66628948,159992.916161381,788299.796727662,295222.715486184,291001.540964715,1,1,1770,16494.2797178444,464440.556837772,470993.059426638
4580,1.21945503056049,0.912956824933644,0.199501845252234,1,1655,54448,1223239.10192841,94959.078712137,92861.8400734621,2375271.94352083,619873.55263223,598815.387297001,9257309.79029351,1375251.60721456,1348692.74921189,1,1,1770,84611.6307370703,500824.415002544,506354.593684684
4581,1.47386689996347,1.22377284294926,0.204311252827756,1,1655,54448,1444790.54950731,114770.155075351,112235.374756763,3236763.23935849,883781.656811122,853924.005311286,10779696.3339369,2285475.39112135,2243226.02536447,1,1,1770,109548.324926222,680645.416670504,691683.967709109
4582,1.95835832925513,0.896557332330849,0.192831768735778,1,1655,54448,1430068.80237975,152497.548555631,149129.531979737,4093461.75140148,1190172.38248076,1152861.06377884,7636838.40247895,3891599.39466407,3824392.93128384,1,1,1770,112476.370212452,1092116.86178735,1120350.90342094
4583,1.38103317636997,0.69075219106162,0.26384667926468,1,1655,54448,159574.399237482,107541.184227771,105166.060860209,369383.831622969,150551.891753415,150361.202867359,505047.857415763,270350.64385064,267723.244056862,1,1,1770,12172.2259601183,568023.987141625,578598.507586315
4584,1.72808465287089,1.01178424485261,0.106402312777936,1,1655,54448,13660683.3260144,134566.115568673,131594.127414886,7574326.17585937,9064141.09642245,8696476.30515466,261740914.353815,10657286.7472313,10846464.7356456,1,1,1770,919803.171166112,1465724.54863308,1461031.66855713
4585,1.51912929946557,0.827268370636739,0.282326036214363,1,1655,54448,112187.440395393,118294.742410928,115682.1190799,284413.843116586,144202.848461926,145551.834763041,347686.264685743,244871.330869715,243830.368179592,1,1,1770,9269.15607472378,660284.395374045,674772.294439296
4586,1.54653674094006,1.19383203060133,0.191498261550441,1,1655,54448,1971128.34000381,120428.962474032,117769.203378415,4360717.62868374,1239609.9027363,1195644.61698891,8540610.71499602,3257929.97327199,3200061.30199308,1,1,1770,153243.777276607,757166.908474882,769353.759360231
4587,1.77016489943489,1.06125457606977,0.11152216992341,1,1655,54448,12699926.2963738,137842.908353611,134798.549905875,6907495.40539216,8641210.59501426,8291613.51489574,231941347.740814,10196839.789278,10390389.7301944,1,1,1770,865289.395480955,1472588.80161673,1470642.17078108
4588,1.79114613914862,1.16581546793459,0.10298708723858,1,1655,54448,17053042.8266825,139476.719477043,136396.277151253,10709146.3610946,11705241.2522678,11228382.3087684,422105619.928823,14895385.823893,15122260.7864869,1,1,1770,864138.555974026,1716242.36722179,1705961.16590586
4589,1.95863843094558,0.709488312224858,0.309562262985855,1,1655,54448,43033.0977758896,152519.360100791,149150.861801445,138157.113325783,158826.58383692,164434.913117514,151075.466954676,217343.507760043,221513.09344349,1,1,1770,4656.11742214874,1015075.74225651,1046451.65937664
4590,1.53700573304668,0.890396466013044,0.266291412664577,1,1655,54448,191786.566432285,119686.781986788,117043.414473901,489806.158214882,193130.563632474,192617.569291709,753591.875952911,394918.434220151,390783.969084873,1,1,1770,15212.9865398084,676349.454294382,691248.245817967
4591,0.947672879137099,1.18633737940108,0.120537337521091,1,1655,54448,11459636.8044886,73795.3768430275,72165.5535784196,4356220.38112939,4157818.02304841,3987663.87261971,100888318.085486,2998625.71493011,3032953.57729295,1,1,1770,874049.90539746,575626.748297341,567652.426426317
4592,1.15554056717083,0.924413097393699,0.246883248642553,1,1655,54448,344127.321800747,89982.0533952841,87994.7358925525,669972.458021548,199578.885764445,195526.50951848,1339321.62968788,378659.091741729,372345.596407471,1,1,1770,22924.421902561,436871.917903037,442270.178311812
4593,1.33537540556863,1.05291833917145,0.206816834537312,1,1655,54448,1163450.80108276,103985.80929168,101689.208902564,2452608.16651481,652858.660705663,631371.099476908,8984255.7729825,1561183.83410012,1531615.68703557,1,1,1770,84104.1097621988,573315.293707305,581347.785452954
4594,1.59136693542823,1.20027754869079,0.112120219704229,1,1655,54448,14161831.4644733,123919.893964245,121183.035169415,7651918.97836086,8643694.80318078,8292080.2284889,258833290.963367,9618140.87592805,9773439.62550015,1,1,1770,1017316.57829924,1317855.5460012,1310021.88303165
4595,1.21558543778956,0.740924123546574,0.34224427138688,1,1655,54448,16348.4905463203,94657.753156614,92567.1695066608,33278.3878876248,60723.8342844781,62902.8862275528,23198.6587687363,43193.252373478,44532.4441605677,1,1,1770,1907.57892204729,461518.069018405,468481.1445005
4596,1.64974402692169,1.04325355587061,0.257777675485704,1,1655,54448,286156.976981453,128465.723607151,125628.466938824,776148.766629431,271668.248470252,269031.326436244,1470368.78723187,650285.518882262,641708.212450905,1,1,1770,22817.130704599,764923.249331876,783325.562955428
4597,1.56763914609328,1.28080207597232,0.19032470168313,1,1655,54448,2180094.49000153,122072.208761711,119376.157405741,4761955.40577788,1381842.86441128,1332168.29758522,6571852.22455636,3622152.13468417,3559195.99053534,1,1,1770,170662.5630333,782700.524959137,795138.555603736
4598,1.32456708615646,0.707127829012461,0.279140935244504,1,1655,54448,105215.834136918,103144.164435506,100866.152370291,234650.662040376,114943.139511989,115747.651876493,264250.764025071,174413.087686384,173503.894921283,1,1,1770,8142.50715059678,530036.269595592,539296.983439506
4599,1.80017783036456,0.730516001547221,0.277437462320086,1,1655,54448,114307.774134681,140180.018127328,137084.042951769,339635.928788971,186631.846068414,189186.257887528,449564.302809536,355645.737535404,354917.618503707,1,1,1770,10025.4797230804,878736.516881805,903087.809198324
4600,1.32185595342889,1.09885533519555,0.312484099611174,1,1655,54448,60615.7495544813,102933.048273267,100659.698858308,134929.951029797,92221.4017587177,93948.5568338176,126107.39861753,113102.749092484,113518.735237363,1,1,1770,5065.37880576495,526822.224152084,536080.444424087
4601,1.17601327095181,0.812393660249654,0.131359333312139,1,1655,54448,6050883.42705969,91576.264777474,89553.7379850748,4372993.12007418,2752045.96180927,2641932.85560535,35486399.2125021,3128515.76061892,3129100.31174401,1,1,1770,462176.586354314,615953.833639814,614897.730231383
4602,0.868835893087089,0.914347935409751,0.112943441979587,1,1655,54448,10580009.7060429,67656.3332734507,66162.0951424945,3706932.57631451,3519806.2860355,3375744.87546777,78861953.1740636,2333750.81791461,2360125.29799006,1,1,1770,777321.706817626,494882.142842193,487758.773546957
4603,1.97309992462397,1.27439234916819,0.34729167309124,1,1655,54448,23967.0035091119,153645.477983031,150252.108571134,76912.7973426152,146521.784401273,152823.217327114,78396.6066580223,164251.732963784,169758.047761424,1,1,1770,3198.8865178712,1027423.03703469,1059519.47718966
4604,1.21225580247119,1.02370885382406,0.286832262843382,1,1655,54448,121520.490548406,94398.4741390561,92313.6168501966,249348.121594088,108853.399882349,109003.949386353,287938.464644367,163709.801198883,162379.495377297,1,1,1770,8795.37110845782,462798.193070358,469562.155886971
4605,1.87959970561787,0.768885158537887,0.191953266004566,1,1655,54448,1254800.75618309,146364.607074556,143132.040863359,3529477.52520368,1013037.15381099,982134.101073251,8859457.35762646,3211727.33013741,3155514.23950343,1,1,1770,99359.617652976,1007891.84632332,1033112.18845464
4606,1.64741446636617,1.06472586840391,0.131632973754313,1,1655,54448,7878038.98403901,128284.320506084,125451.070253971,3416829.13730598,5020075.03205092,4819823.90083836,83582738.7642292,5140775.92770683,5261039.8597595,1,1,1770,632080.031875548,1104573.36927796,1109026.57463293
4607,1.99619906116277,0.689279513212387,0.24613086078316,1,1655,54448,262305.158038158,155444.209932796,152011.114249364,850308.77651253,330190.537678537,329141.181093758,1597122.06935515,885465.461008868,875919.126510061,1,1,1770,21515.2310802512,1062670.43051211,1095316.3936573
4608,1.04514845013618,1.23451399252517,0.283706465410069,1,1655,54448,160504.477498575,81385.8087876629,79588.345447199,286527.954797448,104381.804677076,103517.060895452,360629.900756984,154200.768109833,152287.318169783,1,1,1770,10366.8159619322,372144.994285207,375878.822652686
4609,0.923065624479204,0.946028489712626,0.255553217686247,1,1655,54448,276155.687931624,71879.2075925103,70291.7042855613,438573.259217727,129538.0222226,126861.244553476,738380.602266602,197907.94086344,194567.537048024,1,1,1770,16098.585273692,314119.111710595,316062.642212975
4610,0.82551327496767,1.26595922505949,0.160979427595157,1,1655,54448,4550426.44439501,64282.7968978396,62863.0657116839,4398757.10457551,1453330.71918081,1395025.30480504,14895471.0632361,1814991.1925057,1787937.98314357,1,1,1770,285700.539519878,349282.306767517,346883.717712879
4611,0.885226839408279,1.18459107595263,0.167667826078832,1,1655,54448,3599259.95826015,68932.6978157043,67410.2702680925,4301598.50323927,1240245.01274135,1191131.80999302,16254042.7856636,1845149.31100487,1812742.08493708,1,1,1770,226891.863561214,364278.225529125,362997.606242321
4612,1.27815176760778,0.766780386818573,0.254884474875871,1,1655,54448,228217.829442748,99529.7991845901,97331.6129407844,490081.519122887,168932.98041887,167106.146257122,785682.554169038,317315.171690888,313008.764908192,1,1,1770,16337.0237412706,505428.263436143,513455.037620938
4613,1.96342840222642,0.753659242379945,0.332190378068481,1,1655,54448,22932.2185498477,152892.355618041,149515.619448009,73200.2950875433,144495.364968665,150759.871874352,74029.3459414458,159234.621705921,164722.083879899,1,1,1770,3113.86585916131,1018384.49277247,1050029.24664133
4614,1.60784222576767,0.922524609486572,0.272796450497117,1,1655,54448,164883.617086966,125202.826383187,122437.633115484,439790.267948836,188826.668689116,189202.224957737,641130.118789542,380072.631181465,376874.818888611,1,1,1770,13465.1274887852,727465.356475809,744669.580488395
4615,1.65957110375166,0.839672188984696,0.180342150118668,1,1655,54448,1848749.08443857,129230.959010525,126376.801575284,4394298.73957472,1258397.95821977,1214805.00765473,7690283.75777362,3528526.99983041,3466388.39239443,1,1,1770,145832.560164052,843527.578192855,859389.416338271
4616,0.934234564099461,0.897523027204443,0.337783078569919,1,1655,54448,22638.0294222166,72748.9339784382,71142.2221470766,36206.2791219401,41470.3274424361,42524.2688228013,22317.5780946798,27705.2660272454,28187.5093351217,1,1,1770,1907.96453360102,313925.836051586,316233.037061067
4617,0.951363217364997,1.16244583516382,0.101151111675426,1,1655,54448,17749541.7910189,74082.743830309,72446.5738618642,8822911.27462773,6446227.06382946,6180870.41556848,242815671.294059,5414107.3778804,5436412.6008385,1,1,1770,1359373.96321675,720158.020726572,706386.538037634
4618,1.06539158532396,1.27335638807854,0.158422835543752,1,1655,54448,4879038.72349082,82962.1436417599,81129.8658274369,5064708.38502529,2015797.98130144,1935531.8355502,21141897.0151825,2829316.50279516,2798368.80050216,1,1,1770,349603.341077613,504763.336530553,503825.373890029
4619,1.1966538223438,1.16085361678852,0.206899588368833,1,1655,54448,1279842.86084784,93183.5464690284,91125.5217199042,2435829.04111866,633230.99325944,611441.554489819,9698657.84878205,1382854.90716594,1356045.60122593,1,1,1770,87783.631873596,488510.460577038,493543.288963093
4620,1.88524728808552,0.926304289593827,0.235951342934277,1,1655,54448,466779.651077839,146804.384856138,143562.105840557,1412999.72211434,452294.075688797,444792.265293596,3372767.60220593,1322601.0207084,1302567.09766909,1,1,1770,37453.9732750042,971206.303328641,998361.02288552
4621,1.11995819797739,0.749352190934587,0.298307709943037,1,1655,54448,63391.7695484276,87211.250936541,85285.1285723409,120802.364023143,72924.5628110567,73884.6423405912,105190.653793088,81974.8911081226,81983.1600884394,1,1,1770,4728.27134831756,409258.940751069,414337.939571025
4622,1.11385776754469,0.932232352439314,0.269798352580983,1,1655,54448,181494.241672388,86736.2098410354,84820.5790965304,343575.896574174,122284.558446283,121147.280968083,470127.471373591,195704.127681467,193178.998807899,1,1,1770,12111.9921315592,409184.611837347,414024.13573039
4623,1.16312097711489,0.884032300394028,0.220020921865944,1,1655,54448,686717.573425138,90572.3406354927,88571.9862201786,1323167.11514102,352437.904125403,342080.764913597,4023956.92241231,734157.119632054,720290.33193225,1,1,1770,45738.8406631905,451075.509307639,456209.315918033
4624,1.65804901719093,1.07777009432903,0.219813388562761,1,1655,54448,841960.516589346,129112.4339859,126260.894259936,2201433.96163315,623337.442551656,606154.42053817,6678781.87211101,1762523.16971276,1731294.42793623,1,1,1770,65812.0220759234,796601.811771079,814268.044842372
4625,1.63229051595554,0.839877936511766,0.327707119251136,1,1655,54448,29194.6804831062,127106.61705537,124299.377219694,78814.1111929587,108728.552903329,112689.41488244,72061.1664148045,114665.97291771,117438.491068176,1,1,1770,3315.5754763502,739998.113224582,758268.399468944
4626,1.25495803430676,1.19937151261838,0.114833191235084,1,1655,54448,13270266.1201844,97723.7009759936,95565.4036927769,6187026.58930634,6379679.38501929,6119225.11220312,179127757.975127,5855498.57445091,5935151.35467304,1,1,1770,1057643.87540937,907213.735786732,897768.988775507
4627,1.32525615151972,1.25645977547392,0.241661270230543,1,1655,54448,540660.868240582,103197.822020598,100918.624889539,1180759.63887328,334144.585070793,325833.545954658,3105173.70301395,756036.428795658,742653.079309339,1,1,1770,38647.9848581237,545335.982044835,554007.018775158
4628,1.88268149895594,1.21261509831529,0.108195058617275,1,1655,54448,15696086.8149168,146604.586613637,143366.720284024,9709137.16600654,11338275.6249124,10877757.7518223,376208081.086238,14690954.8799567,14941777.6035866,1,1,1770,782093.000066566,1776783.02127091,1771100.27504804
4629,1.01385641647503,0.724210609844886,0.152412074292079,1,1655,54448,3222304.5092802,78949.0951631131,77205.4483721997,4446871.19664496,1279034.26458253,1229084.92670913,12566198.5260137,2183462.22253963,2145033.80266403,1,1,1770,215271.504162333,430470.763229967,430691.771384409
4630,1.70082346554846,0.725582022219896,0.214055334415752,1,1655,54448,661574.830353266,132443.28433024,129518.180410768,1795645.04264511,524981.245039799,512348.561058922,5008388.27536598,1485208.27133876,1459875.12557531,1,1,1770,52083.6057898749,822841.562346351,842338.199373027
4631,0.963227516319603,1.15128894090885,0.209589712403249,1,1655,54448,1181852.78620627,75006.6179134533,73350.0435302783,1886339.56886649,467515.009800011,451015.666110383,7937212.37079077,854195.370467938,836904.424312665,1,1,1770,71476.743886805,354180.397696899,355786.409511807
4632,0.856860140245408,1.17809794995701,0.23051774300402,1,1655,54448,688450.262403867,66723.7802655652,65250.1382295509,1013972.74590328,252783.513803299,244602.980637052,3135683.75554762,409253.704812614,401021.164571588,1,1,1770,38186.3365438045,291361.130482874,292229.484566772
4633,1.72790626417845,1.07372753996169,0.139708780182991,1,1655,54448,6529287.58092148,134552.224424299,131580.543066293,4333546.13364374,4384387.73049782,4211453.9312683,60708355.5318396,5594674.58078267,5668087.40452495,1,1,1770,522470.097386402,1125217.98935992,1134330.13942874
4634,1.45852418048307,0.835245362133719,0.103160387510434,1,1655,54448,12168177.9430195,113575.416056457,111067.022396918,5849339.37391331,6812578.51481458,6535869.67858899,175271735.650515,6847500.45093575,6963872.40185685,1,1,1770,959430.745915822,1083151.8404377,1076942.68613239
4635,1.46927823573351,0.812483502132818,0.117707300256006,1,1655,54448,8396298.10845837,114412.835357217,111885.946698168,3465988.31326629,4758980.97889796,4567826.30310252,84454683.7972727,4473070.92957923,4569429.3977021,1,1,1770,682364.665127288,947964.540186245,947864.037648448
4636,0.826420179847628,0.714687095698901,0.171383762930054,1,1655,54448,1976836.9065806,64353.4176667258,62932.1267707749,2668318.54837231,647377.381816154,622613.906709609,14373302.2205133,1032209.43852212,1010900.01588479,1,1,1770,112848.719722925,301484.923287542,301071.881068163
4637,1.37441944656894,1.06525884416187,0.198500149499159,1,1655,54448,1465262.16875817,107026.172461845,104662.423494598,3088618.91321269,830969.39878208,802407.275926132,11109787.8573545,2027605.16645322,1989556.29502509,1,1,1770,108038.396120894,610422.893101071,618926.790401377
4638,1.75211354726925,0.968903839669656,0.188614867010619,1,1655,54448,1724029.82132151,136437.24785101,133423.934412965,4347494.29070049,1250180.2392663,1207934.73728753,7492661.92020244,3688923.22515992,3624300.1039293,1,1,1770,136749.944860632,916902.396237054,936189.563303598
4639,1.39507668409497,0.966181198821869,0.222558509465307,1,1655,54448,700938.724614534,108634.753504237,106235.47788318,1587151.91794863,439403.058414922,427316.913017855,4752888.45278157,1064442.41964187,1045128.03138423,1,1,1770,51369.4860517919,596954.744402691,607086.885424461
4640,1.47344453977421,1.2300222680904,0.289260772196576,1,1655,54448,135946.588350683,114737.265847416,112203.211910766,334649.994292522,151255.941126973,151876.037902807,436052.471551945,269385.200962181,267450.847642513,1,1,1770,10859.0459281749,629195.507916522,642303.860099939
4641,1.36266113175079,0.853944101126399,0.163476217968855,1,1655,54448,2883447.44987136,106110.551373443,103767.024547682,5162113.71469319,1557179.96576987,1498296.41995764,9753632.69401219,3442307.17136053,3384930.01727888,1,1,1770,218700.247827937,652492.918226351,658677.387427299
