"iteration","tmat","fmat","dlm","LH_2022_class1","LH_2022_class2","LH_2022_class3","LH_2023_class1","LH_2023_class2","LH_2023_class3","LH_2024_class1","LH_2024_class2","LH_2024_class3","LH_2025_class1","LH_2025_class2","LH_2025_class3","OBC_2022_class1","OBC_2022_class2","OBC_2022_class3","OBC_2025_class1","OBC_2025_class2","OBC_2025_class3"
2041,0.985170880611986,0.923804359207861,0.278563806402963,1,1655,54448,139596.300910202,76715.3497689378,75021.0368301759,235956.405329842,88900.3380588349,88291.9923147816,271229.432731939,120897.997988692,119485.832584091,1,1,1770,8762.82504304468,341254.320639143,344129.009960086
2042,1.37928228424862,1.27646904808935,0.320891495409887,1,1655,54448,54427.3453110571,107404.842092472,105032.72993772,126049.594569099,95225.8264928785,97321.9629533044,117119.446374469,114869.843842403,115620.824395765,1,1,1770,4762.02253603043,563105.714986259,573789.514459765
2043,1.97134745586663,1.09235469986452,0.330509717250243,1,1655,54448,34788.3352471172,153509.013074939,150118.657587376,112140.931686555,154393.982488517,160345.824718848,119317.523174893,196108.171139552,200903.079710978,1,1,1770,4028.92568717148,1026400.09614313,1058389.38035863
2044,0.96920453356579,0.779298590903636,0.266129198623821,1,1655,54448,168544.390995854,75472.0488124374,73805.195057577,280485.094087431,97675.2379023779,96602.3763553059,354865.690730954,138412.706726158,136553.683362333,1,1,1770,10343.1980306027,334054.52348504,336683.932511332
2045,0.935124433040619,0.796936355647631,0.165169097739272,1,1655,54448,2578809.64121738,72818.2281571568,71209.9859146853,3624852.23798187,949144.889867274,912434.157705974,17172149.0353348,1610050.78694946,1578948.23466388,1,1,1770,161483.568962408,370369.518798838,370393.70348221
2046,1.99125952264294,0.845137608272489,0.114954839949496,1,1655,54448,9324219.21452376,155059.567600483,151634.967015911,4842356.24500662,7180638.68389784,6894467.13074361,141474269.891447,8853276.90300087,9062666.53339982,1,1,1770,624272.951360777,1572939.8729455,1584514.61604541
2047,0.932770169060677,1.15739355448168,0.240360395540483,1,1655,54448,516203.158453942,72634.90139809,71030.7080571856,822979.415594112,216174.072674634,209949.569860821,2100771.64611937,365469.423807062,358471.032914219,1,1,1770,30073.3671430162,324011.157442633,325858.390917561
2048,1.41829851213843,0.738881582801696,0.134698076080531,1,1655,54448,5075909.49214611,110443.039453088,108003.826553647,5941662.40247296,2803692.16627423,2693431.76079565,30498932.8856279,4644422.42304952,4611902.96005409,1,1,1770,404105.145688405,775653.913992348,779748.012487399
2049,1.28903992017731,0.825904821429867,0.314807521901093,1,1655,54448,42521.6078033113,100377.660656288,98160.748790216,92329.6979243722,79880.0679821519,81847.904622025,77818.6829129154,83669.4877913314,84531.3270883957,1,1,1770,3762.42954079753,505984.889447686,514504.584069533
2050,1.19873436940834,0.906864896218758,0.334728779527359,1,1655,54448,25233.1884923848,93345.5588659722,91283.9559580935,50990.1385281193,63355.0145326047,65295.0120192798,37267.6047487407,51801.0891636461,52861.6431756248,1,1,1770,2463.72239307468,452087.554808581,458697.533112617
2051,1.75808379193768,0.731936430803034,0.250879681867082,1,1655,54448,243898.962374202,136902.151368722,133878.570206582,703670.686184464,266683.774386864,265430.070539262,1250420.09091149,641426.84099925,634135.061795729,1,1,1770,19939.5580770006,849929.258098645,872362.976212557
2052,1.22262900862843,0.767562604439445,0.158772505901288,1,1655,54448,2915608.76806513,95206.2366848628,93103.5393869708,4792976.5533304,1407249.19369985,1353451.59668906,8915700.24324484,2850656.09638263,2801637.67810892,1,1,1770,211528.805696686,554950.196649133,558412.496890948
2053,1.854404261522,0.782718483812641,0.22123469915241,1,1655,54448,588662.804252943,144402.635456801,141213.400781046,1738137.76410391,529097.755119558,518032.674124758,4544542.26907242,1581598.62097049,1555944.35539834,1,1,1770,46956.4921479895,950029.159022221,975617.38845235
2054,1.65406790934503,0.765639230713714,0.151731647341512,1,1655,54448,3464668.65051721,128802.424740929,125957.73178913,6546617.77691543,2268845.37741307,2183147.8170613,17003095.7946567,5475288.92248557,5399315.4731144,1,1,1770,277831.812646849,911986.486951976,924702.153035518
2055,1.30686300462112,0.927237486036029,0.166135349101387,1,1655,54448,2928420.82678496,101765.545929773,99517.9816325587,5049492.62812583,1513671.96995881,1456124.49342755,9628165.34089993,3224827.6973875,3170672.40645686,1,1,1770,218717.535856177,613725.944704578,618708.929071764
2056,1.37474606893957,1.09782603805652,0.325481737521477,1,1655,54448,40680.724842053,107051.606576777,104687.295879054,93802.2998664517,87560.7561896621,89936.0638619062,81351.3855931706,93834.1353195635,95015.452673405,1,1,1770,3790.49947138566,559680.351832277,570268.432066412
2057,0.847913970425725,0.67797767118318,0.211091141588986,1,1655,54448,668808.35722433,66027.1411745042,64568.8849071683,976569.572279707,243606.102186522,235758.886984032,2961803.53791357,390114.03099958,382270.87208366,1,1,1770,36840.9477976457,286821.165605302,287617.423357872
2058,1.0812631062232,1.28493543504737,0.168718770809937,1,1655,54448,3801957.51917574,84198.0604772164,82338.4865625451,5014920.72621141,1604111.42134069,1541084.79909815,13195224.1651567,2689438.8838261,2647641.59009961,1,1,1770,266747.761312115,487061.81205066,487449.326217685
2059,0.934178574383259,1.15760969996918,0.162289059453178,1,1655,54448,4026734.86180606,72744.5740539354,71137.9585146003,4644786.5878218,1461749.95997446,1403703.17790386,12733761.1560438,2144028.60120659,2109997.16175472,1,1,1770,264639.31238874,401564.38455407,400280.614558777
2060,0.999965285602957,0.972063795675058,0.264267526532058,1,1655,54448,221656.38624994,77867.3914866148,76147.6348890007,379306.869204217,121810.672297903,119926.399797621,566185.57029462,189087.8529823,186223.338147138,1,1,1770,13692.329437116,350579.498936635,353582.288591093
2061,0.829696297552437,0.930321354989428,0.311574008222669,1,1655,54448,52686.2306907461,64608.5292626476,63181.6040460673,75789.5871074225,43844.4429179567,44212.3380920794,53919.4089123842,37790.3133380549,37736.0387000114,1,1,1770,3304.09386181796,266836.375268175,267935.802502564
2062,1.92849510805681,1.06278904449427,0.314257637853734,1,1655,54448,55706.1454656508,150172.096692871,146855.439371564,176542.563426201,164018.899639494,169038.011302027,200308.906834367,245741.183062938,248910.09011826,1,1,1770,5615.73024171762,988151.682841482,1018115.04465234
2063,1.51829729638994,1.12623157337075,0.15744795530336,1,1655,54448,4421645.58351793,118229.954252638,115618.761814061,6457698.05847452,2628479.93787108,2526445.63755894,25001647.6482194,5172809.27479129,5118938.18546906,1,1,1770,354137.165603835,834596.977739484,841945.6049928
2064,1.0522683236748,0.857440510438755,0.281922697520349,1,1655,54448,117527.126878079,81940.2340143668,80130.5257993372,211292.291652584,88133.2207367673,87992.1681217636,228244.980182661,118984.574895616,117878.503958311,1,1,1770,7804.70828256876,374747.917047358,378637.358270762
2065,1.6184434521012,1.26678978231503,0.136514750274364,1,1655,54448,8326584.46171651,126028.344881715,123244.919452164,3639134.76461612,5206109.39055244,4997815.71304016,91613620.1497531,5296277.70879804,5416332.76376076,1,1,1770,668530.00735738,1094491.27495619,1097462.48416712
2066,0.890205781534314,0.659145967813674,0.251873720227741,1,1655,54448,213444.813819712,69320.4085105645,67789.4180971276,328188.6918814,102902.814014937,101144.618115742,466729.921630643,144944.456202813,142672.074703335,1,1,1770,12263.6533036022,297328.621501174,298942.11034333
2067,1.06010804316029,1.03657918942627,0.186798984732013,1,1655,54448,1932881.14538587,82550.7137131234,80727.5226207353,3168039.97684093,819746.553532467,789214.494311759,14183071.5383099,1591568.93745197,1560519.53448183,1,1,1770,126735.739782929,425474.471523298,427580.731673186
2068,1.34559424137697,0.926662622566801,0.199691579758655,1,1655,54448,1235465.48926185,104781.551003799,102467.376094293,2606920.53481914,695037.179475896,671881.74375802,9596210.8906631,1672574.37971402,1640935.84295706,1,1,1770,89770.1770174993,582645.975219802,590810.127420613
2069,0.892655749525875,1.16755712691229,0.105412586440798,1,1655,54448,16134324.9277643,69511.1877500794,67975.983841756,7375936.71816526,5499493.04110597,5273186.92919785,188272900.9307,4282795.77987018,4302780.42116109,1,1,1770,1234434.8256528,628339.623821418,616463.558536308
2070,0.867814410664141,1.04795014809351,0.131281664734706,1,1655,54448,7819868.96746107,67576.7903404414,66084.3089716063,2339368.41100204,2606151.44637017,2500103.2076121,43124046.8242895,1592565.69814689,1617635.55537809,1,1,1770,547994.650018176,438889.991421093,434031.566083691
2071,0.841197924409062,0.896352942020167,0.148338827909902,1,1655,54448,4410536.48190132,65504.1620351771,64057.4561332522,4437793.03149816,1436635.51868566,1379108.0756192,14172832.0199912,1856846.0251825,1828407.22055828,1,1,1770,278285.526214007,355516.777502815,353304.437426946
2072,1.49983542989939,0.669647894229274,0.278877995407674,1,1655,54448,100462.683397432,116792.326960681,114212.885541023,251742.233383794,134876.306087235,136427.885172102,293999.73529216,218077.496539249,217463.052386513,1,1,1770,8355.40371715152,646180.070038472,660111.768930847
2073,1.60173485679552,1.20728760977509,0.22069408869138,1,1655,54448,920981.588709176,124727.244982958,121972.555267963,2320139.7054468,647675.596179238,628895.196293795,7309413.80865159,1789005.87222414,1756792.44934235,1,1,1770,71324.520864858,755700.964565562,771369.292823898
2074,1.61614631302655,0.949423949699849,0.284653902135324,1,1655,54448,120258.72435951,125849.466444433,123069.991672105,322970.307116709,162797.168822306,164341.121351072,415754.354565387,295078.45505306,293788.484397376,1,1,1770,10131.0957891899,731780.466964231,749340.784255257
2075,1.96769736222923,1.23469366463833,0.349378467269707,1,1655,54448,21754.2928103943,153224.77993773,149840.701940701,69507.9601141793,144166.905150473,150498.525082228,70058.0062786352,156587.553724563,162188.309257727,1,1,1770,3025.87566107706,1022276.21918302,1054123.59380656
2076,1.61717391256243,1.29668379082577,0.231885061447974,1,1655,54448,730142.827456618,125929.485717606,123148.243662846,1883595.88660532,537441.459380383,523406.370457335,5527631.83683048,1473483.05039572,1447618.17229585,1,1,1770,56695.318596571,759360.617005143,775866.368038451
2077,1.07227028133348,1.01403190294513,0.207681945315562,1,1655,54448,1095051.18003462,83497.7883514334,81653.6804435905,1921995.429865,488404.893010652,471743.150131833,7575377.74700503,973543.103137191,954277.208511164,1,1,1770,70295.2355207369,410688.528296468,413856.294748701
2078,1.77114563044161,0.989558470342308,0.224703751469497,1,1655,54448,677529.892506931,137919.277969979,134873.232845072,1905065.94052799,560937.595245943,547586.2700798,5291115.09897595,1643318.87939778,1615522.51847811,1,1,1770,53714.6675064385,882148.393751523,904221.947891144
2079,1.18605985920876,1.28798228792148,0.160154006117955,1,1655,54448,4726259.87167134,92358.593556455,90318.7884778121,5450534.83615835,2179353.14653132,2093146.39415964,22146381.730475,3393943.01583117,3357187.30185122,1,1,1770,353182.635207842,584258.886593683,584925.802802459
2080,1.59352098423988,1.06932806659024,0.278947106003761,1,1655,54448,159906.85207777,124087.629949196,121347.066586109,423074.551737973,183488.442836069,183940.121316108,606936.186219624,363485.382578115,360515.677959363,1,1,1770,13044.9004691782,716504.974934957,733246.828157787
2081,0.99276500781998,0.687845960515551,0.338632151624188,1,1655,54448,16960.428767877,77306.7051737881,75599.3317312697,28615.5663482814,43570.7852121073,44896.5202603011,17547.8867815345,27336.6289108612,28030.6217811176,1,1,1770,1668.11069237559,342128.365151655,345227.790183114
2082,1.44927812349051,0.770141459046863,0.216119374171831,1,1655,54448,664414.013398615,112855.424722845,110362.932582832,1560668.4318813,438595.948835185,427034.36945603,4523677.36345297,1090799.84343263,1071331.51415684,1,1,1770,49536.4972596708,632834.760853374,644439.37224377
2083,1.06216567549855,1.1583517792169,0.341770913591608,1,1655,54448,25736.3221331222,82710.9417381612,80884.2118961383,46456.4386330615,52239.7099289239,53658.8982317842,31601.2133331205,39785.3798014766,40474.2943936919,1,1,1770,2286.93280591205,377540.953521645,381684.053963216
2084,1.53324479488656,0.882225595519412,0.182174770883284,1,1655,54448,1853217.2226679,119393.917376098,116757.017985962,4122868.98161775,1159735.13875594,1118963.21541186,9806170.78113857,3047004.39841703,2992296.53735405,1,1,1770,143434.818957129,741907.037414821,753914.427071107
2085,1.41640672022477,0.710108182672411,0.128330999135505,1,1655,54448,5690139.13151117,110295.725437619,107859.766072747,5356674.92818005,3130215.34623834,3006350.64533988,38017375.7693495,4491499.31470323,4483794.61737769,1,1,1770,455895.73639832,796915.208529049,800041.445506852
2086,1.41933114556596,0.922338007972576,0.100372200680431,1,1655,54448,14341981.1409216,110523.450715881,108082.461876639,7374570.92731599,7799446.57132941,7481313.17068694,236621385.963544,7993925.66908582,8108327.94689075,1,1,1770,1097224.11632774,1121980.73989686,1112028.01928988
2087,0.963708522170782,0.989913402404636,0.340691317419987,1,1655,54448,22769.9587644407,75044.0738846359,73386.6722597576,37490.3809031165,43629.8412199334,44772.0736787299,23561.6276461832,29804.6664611931,30339.8534915327,1,1,1770,1960.33973150295,328046.438657909,330738.346025581
2088,1.90485700536519,0.880251578160096,0.270785197871737,1,1655,54448,166791.166901624,148331.395397746,145055.39127075,521020.577459748,241080.627765474,242604.485650215,807024.102040741,545166.467403665,541621.070476622,1,1,1770,14175.7287447655,972802.059384705,1001462.95968214
2089,1.23489687554538,1.26835848428309,0.102740997704677,1,1655,54448,18660001.9923818,96161.536643453,94037.740868071,10495551.36805,8804191.72009026,8442690.0535643,348127861.875696,8868951.28238115,8938876.21144899,1,1,1770,1362026.65311479,1055414.5719915,1039004.37999678
2090,0.879943244159222,0.875480454054196,0.313652181380894,1,1655,54448,46566.4270705893,68521.2637533038,67007.9230189239,70735.8068512928,45704.7793294379,46268.8424002446,49765.2347403487,38984.6057820702,39045.2709704346,1,1,1770,3110.93860659564,289197.685483922,290835.199992272
2091,1.56010973695666,0.918900276173372,0.305556650122162,1,1655,54448,62615.3095328256,121485.892959207,118802.7908038,162821.982335663,120534.889899097,123270.616481467,167889.556650713,166045.59441632,167058.443014715,1,1,1770,5705.46283767487,687724.672836837,703561.275589611
2092,1.24701642468572,0.935858346254099,0.227226759854238,1,1655,54448,598291.912289969,97105.2870827322,94960.64790919,1232739.05333462,338947.502001027,329795.669594107,3444648.24420494,738187.941422517,724699.85215721,1,1,1770,41399.5601605556,498296.07826224,505170.003215669
2093,1.43904983345419,1.13947150799213,0.25886479022447,1,1655,54448,302999.674919355,112058.946809097,109584.04544901,723466.264875664,237605.090181763,234313.017185165,1383127.4701881,520655.588338389,513051.541648544,1,1,1770,22816.4964804865,612009.895765816,623897.419687646
2094,1.0684895244427,0.742840779444668,0.321616504946724,1,1655,54448,31040.6566425826,83203.3804543112,81365.7747537954,56426.3824705447,54893.7267752971,56245.3872570367,39876.4100650691,45096.5035129282,45694.0864184434,1,1,1770,2618.36134728609,380974.646971028,385214.590233729
2095,1.12198826447129,1.05010635056533,0.164390447572805,1,1655,54448,3465191.8181817,87369.3324066682,85439.7187010217,4952095.71933471,1522352.39602552,1463013.67077179,11432636.8087982,2730671.46441087,2686105.67086087,1,1,1770,245148.002163431,504331.707850046,505607.088558209
2096,1.17120505562052,0.668479590618517,0.190756740653887,1,1655,54448,1125246.81731647,91201.8485942888,89187.5910489902,2125318.18298735,550171.930078107,531646.820624819,8217542.46241011,1180047.71199777,1157091.53207946,1,1,1770,75968.5444332958,468564.670483342,473323.756841783
2097,0.967720635794103,1.09132627050858,0.189466594276018,1,1655,54448,1899268.13740744,75356.497552431,73692.195829146,2906988.55098619,733428.336262594,705891.491217862,14098916.9101971,1326621.47555953,1300143.9380761,1,1,1770,118238.983929672,372936.060464167,373924.127617808
2098,1.37919072788209,1.06064929978456,0.172102316829842,1,1655,54448,2880851.91957808,107397.71258954,105025.75789492,5206489.43249862,1575354.3375381,1515858.85989894,9858252.29321167,3516401.21223095,3457999.58200334,1,1,1770,219468.120229983,664593.316019346,671137.907443284
2099,1.63826224338263,0.722646779660136,0.34427706777351,1,1655,54448,15070.4747710221,127571.63603564,124754.125925796,40351.5922324583,100616.941212485,104977.542033147,34477.7668820445,86336.050357103,89781.4774093909,1,1,1770,2260.58115205292,743917.159228558,762417.940059549
2100,1.59049691567197,0.876063402253203,0.12338729519397,1,1655,54448,7905114.9073427,123852.145443435,121116.782922762,3355493.56171616,4860425.87464112,4666231.109184,81204319.0973733,4833949.27918293,4945160.86142515,1,1,1770,638920.016548422,1047564.50572564,1050661.10034913
2101,1.9653900754638,1.11755191138946,0.126719431160018,1,1655,54448,9309110.15109916,153045.111298806,149665.001411165,4790676.34184773,7074638.96417081,6792552.27479424,139160838.105971,8624068.90800979,8827063.92418776,1,1,1770,635759.454905153,1539620.893142,1550335.16897481
2102,1.97155770752579,0.708338655810803,0.145892561029177,1,1655,54448,3702101.80196348,153525.385391548,150134.668309755,7621346.38996841,2899774.72027887,2791488.97178231,23175342.2636999,7782325.34772962,7689905.36964604,1,1,1770,287319.111329896,1232613.23817412,1256274.7983034
2103,1.49623711351305,0.754719532723539,0.220788753207307,1,1655,54448,574393.791892179,116512.125722916,113938.872746431,1397217.09743689,403650.857239449,393983.910009057,3756707.98618076,1014303.50538217,996766.052483947,1,1,1770,43435.2502146484,662537.805787841,675595.390074128
2104,0.834810897149146,0.732165835180785,0.276418795366771,1,1655,54448,117756.023821272,65006.8036175959,63571.0822292612,170662.083552518,64861.0834670175,64381.5507745095,170601.727361678,74464.5404982519,73602.2931522429,1,1,1770,6722.28506322168,270321.93319815,271422.080542118
2105,1.96721451040357,0.651864632044453,0.233493718749378,1,1655,54448,351535.940008357,153187.18022034,149803.932639752,1116674.24531916,390435.524670704,386513.413476115,2366409.81952405,1114591.54105342,1099878.02907534,1,1,1770,28440.7397182749,1040310.04815961,1071386.75435352
2106,0.958843697980046,1.06808754629456,0.336477675498463,1,1655,54448,28028.8205006604,74665.2495642044,73016.214543266,46010.1456021293,45192.3523390888,46239.7796956896,29929.6344446745,33299.8756913684,33740.341689938,1,1,1770,2250.96305777898,325814.051978919,328435.99714411
2107,0.827335820347071,0.974151073559187,0.327462692884728,1,1655,54448,33857.7376287123,64424.7186791286,63001.8530497218,48481.3065601655,37749.7316925677,38358.7821328506,30337.782308426,27273.8117626536,27449.0308665278,1,1,1770,2322.52797526823,265447.364072131,266537.791517721
2108,1.61001125611365,0.745005607989151,0.225094340066425,1,1655,54448,504791.185890195,125371.728981636,122602.805380188,1318942.44690116,396972.84229675,388709.289940668,3306161.68434566,1039677.51001023,1022575.96189188,1,1,1770,39282.0003096066,743956.155856134,760628.752033132
2109,1.7756029558368,0.755995905294549,0.137363935611211,1,1655,54448,4867727.91942183,138266.370320612,135212.659414835,7015894.52203308,3387589.58855354,3256666.53651377,35352390.088906,6915058.18195608,6870570.97859864,1,1,1770,389975.308083587,1092885.32043356,1106736.97460082
2110,1.63555158758536,1.04193977116374,0.289975041372236,1,1655,54448,112853.912277999,127360.557012007,124547.708732187,306570.711751434,161050.508990611,162868.098653101,387574.600571075,287400.03926937,286455.262743346,1,1,1770,9619.40629278002,746209.982540718,764440.494708992
2111,0.80122874872759,1.1362416972639,0.251129431673326,1,1655,54448,375515.112914199,62391.7585397799,61013.7922776896,523925.271793272,139908.484740712,136131.121233325,1061395.93302072,200768.318893092,196983.424217789,1,1,1770,19924.2483318376,260291.724236019,260878.071660446
2112,1.76247802842408,0.677224275039043,0.224169007583987,1,1655,54448,470573.935587654,137244.330980053,134213.192538377,1338910.45806636,419263.07359572,411709.538687716,3226161.42051143,1165757.81921176,1147552.28073076,1,1,1770,37518.0839726688,864669.748542109,886822.918599003
2113,1.43675018874928,0.809133490279783,0.210167572391219,1,1655,54448,818142.522879257,111879.87325815,109408.926864511,1886409.7904848,518159.958518982,503172.431292468,6000407.43469771,1300569.52809073,1276757.4643803,1,1,1770,60807.5390500594,629936.610973064,640968.043930506
2114,1.03201803676784,1.10309469017666,0.295567135175224,1,1655,54448,101092.041749523,80363.3422552198,78588.4608136925,178500.565863203,79406.2021332759,79493.8781505391,178884.794530612,100575.77313325,99794.4073916895,1,1,1770,6724.77642458221,363902.00281484,367495.321825206
2115,1.12418236341327,1.20223065919708,0.291053371643648,1,1655,54448,125952.88707422,87540.1870990615,85606.7999462908,240827.01322657,100038.186157273,99900.2088895008,275038.403440995,144581.322526565,143228.478019991,1,1,1770,8672.36713898772,413287.829560937,418371.090363377
2116,0.99984839996323,1.11393368161516,0.231912879820447,1,1655,54448,626667.327341684,77858.2895907802,76138.7340149945,1058772.2475513,275552.471274449,267269.981545442,3072437.75850368,502819.455462079,493103.59387317,1,1,1770,38140.5387773211,360179.805946655,362785.684885986
2117,1.09563380572945,1.05856699947035,0.348779051122256,1,1655,54448,18862.8172809141,85317.1082086736,83432.8193307491,34933.0802974905,52062.7983703634,53719.3401055791,23124.4762323362,36174.7729779061,37086.9101499844,1,1,1770,1916.66132373263,394970.736633916,399676.397108712
2118,0.938427485991269,0.687413658795413,0.191907757159788,1,1655,54448,1122987.24558098,73075.4372032231,71461.5143164473,1758947.91981675,433845.113848107,418596.640671557,7260032.10373678,775340.637963075,759581.860604865,1,1,1770,66738.6375069101,340132.833840672,341501.649219039
2119,1.80275572407991,1.26190191671485,0.340648480947129,1,1655,54448,29205.6849572391,140380.758955069,137280.350275879,86472.4134183834,128777.551478333,133768.964083096,84594.8636681493,145003.127139176,148852.32983062,1,1,1770,3483.19854733833,876632.662066623,901261.555086698
2120,1.24037293689325,0.991180410666857,0.262173323682509,1,1655,54448,239955.67711051,96587.9580591948,94454.744464247,500892.457084325,168143.352061796,166046.36043342,820068.190611769,312672.252058207,308246.187634332,1,1,1770,16849.0547421339,483005.571286978,490201.168983157
2121,1.9781512260437,1.28630992355756,0.319708055257797,1,1655,54448,57020.4701229125,154038.823302944,150636.766580529,185057.269945941,172005.933172972,177310.488324928,214190.74130939,264199.353906893,267616.366911066,1,1,1770,5739.38415926186,1033998.26556574,1066257.86220641
2122,1.6674092697911,1.08573916772148,0.244617731275503,1,1655,54448,430553.645293679,129841.317742291,126973.680101333,1167769.7653333,366829.581680979,360419.444036092,2706678.35797257,962788.195739371,947817.711564537,1,1,1770,33971.6951592419,785328.160879904,804077.222264146
2123,1.57641764264554,0.789120387251023,0.215333903348073,1,1655,54448,695272.072614961,122755.791119559,120044.642362129,1757608.74406117,501208.221375827,488266.344404198,5100802.53761804,1340202.41417712,1316666.85704712,1,1,1770,53559.1806765517,726583.128130551,741845.558081509
2124,1.24419527696446,0.897581345739309,0.11304926892044,1,1655,54448,10360108.6261254,96885.6040425149,94745.8167248084,4253607.06756575,4949768.16978406,4748729.41311627,108440549.86786,4246083.60366945,4318125.9593718,1,1,1770,834008.386608348,804382.292442993,798638.703654719
2125,1.36770963221788,0.834339095570613,0.16137239257805,1,1655,54448,2969833.04435498,106503.678582909,104151.469263753,5267791.87725803,1608006.0256093,1547051.4149472,10368152.4249071,3535175.28297146,3477059.17476104,1,1,1770,225970.664381005,659275.589677357,665442.840808469
2126,0.954853993374854,0.8779510184424,0.205607805016916,1,1655,54448,1001599.45667374,74354.5708887731,72712.3974268469,1600885.16458669,397872.506453304,384219.962659114,6194348.27938721,719136.962295131,704622.08696607,1,1,1770,59889.6777756884,345793.867624606,347466.159329265
2127,1.09526202306151,0.776837079366669,0.347937100881245,1,1655,54448,14289.0646931309,85288.1574571137,83404.5079770815,26344.318302771,50131.5305811308,51865.8417787316,16883.5357868529,31822.8471274781,32829.804456144,1,1,1770,1635.08810305462,394650.369055163,399354.693295824
2128,1.44643799187616,0.879900378745515,0.177634818502702,1,1655,54448,2076130.91791577,112634.263405074,110146.655769706,4299557.63579671,1212952.89393302,1169142.73742628,9571936.99378611,2999475.94667622,2945738.77405918,1,1,1770,158280.168018588,684734.162498877,694068.691925973
2129,1.55520335445181,1.20058123085182,0.28757791625103,1,1655,54448,139459.796812447,121103.83248892,118429.168410119,361026.099298866,165317.625294408,166141.183675397,485003.363922803,307846.64538486,305742.876386534,1,1,1770,11394.7238003696,687372.779618625,702923.958647016
2130,1.6921076329425,1.06561128441244,0.194072455482092,1,1655,54448,1645554.22684072,131764.581619825,128854.467331336,4063348.91975489,1154074.24545635,1115169.69118585,9033646.12511126,3320992.81307664,3262041.85074052,1,1,1770,129925.617661878,861527.648543424,878855.480319572
2131,1.09559192024171,0.822681482147891,0.314301269734278,1,1655,54448,42966.8010579093,85313.8465817771,83429.6297391971,80109.2326480767,62086.6778014504,63325.8155882566,61746.1033330864,58952.9956158042,59360.4338787028,1,1,1770,3400.11254938571,395594.118173301,400272.673325828
2132,0.817427767906338,0.965219071332831,0.3238807331305,1,1655,54448,37482.0099417638,63653.1776972762,62247.3520979582,53098.8475998333,38193.6018973438,38732.2827829439,33892.3503463878,28512.07257666,28633.5529878149,1,1,1770,2488.80307364565,261193.044370347,262183.381719722
2133,1.551530667115,1.23619249175536,0.298125544877257,1,1655,54448,105073.081268438,120817.839978199,118149.492246945,271752.6446132,144508.376202016,146161.507130766,327341.581006531,242807.326595309,242080.031773925,1,1,1770,8832.40241231087,683266.262787991,698760.875702071
2134,1.66999503998086,1.15082205862273,0.128956101450603,1,1655,54448,9083577.29395038,130042.67191184,127170.587221162,4177312.49873679,5854377.85914497,5619648.45001898,112381725.354449,6199220.39069726,6336265.91050928,1,1,1770,715355.806348655,1183237.81044352,1186002.75876876
2135,1.49313787631691,0.936762113135774,0.111263444146607,1,1655,54448,11278870.7892704,116270.787828954,113702.864971117,5303207.0674814,6471527.78731868,6209336.06055787,154300869.368722,6515526.07005817,6634696.15049423,1,1,1770,894816.912450994,1085739.01021263,1081398.88074623
2136,1.39170648204163,1.18849035394378,0.10152969249757,1,1655,54448,17987488.0050127,108372.315551185,105978.836058555,10376556.5996353,9572956.65498859,9180777.00424121,364576917.167079,10320639.3800356,10429131.2102206,1,1,1770,1254510.86328764,1223325.90129811,1207766.33790911
2137,0.892967149801552,1.22782884174958,0.151253976533189,1,1655,54448,5621805.52157782,69535.436519036,67999.6970594427,4205059.67393821,1937048.47651879,1858983.86186459,23322291.4233365,2054417.44632081,2038804.63903571,1,1,1770,378607.731407887,410502.249767075,407562.231155024
2138,0.907836227491498,1.2749482707819,0.311951156961732,1,1655,54448,71324.3056871143,70693.2930068537,69131.9814650833,111687.568739862,56403.5128376666,56681.192702868,92111.3403836984,57862.3672716695,57586.8165976618,1,1,1770,4540.05237868304,302566.56754482,304506.258462442
2139,1.285700359568,0.907098444737494,0.168706032179762,1,1655,54448,2684978.16682406,100117.608755384,97906.4403200833,4721312.58399572,1369547.32135019,1317822.40000774,7999561.77239763,2945131.17349902,2893833.432859,1,1,1770,198022.534600797,590772.810005279,595675.949134526
2140,1.56258667567745,0.776697097811848,0.326831613865215,1,1655,54448,27749.2649618943,121678.772411961,118991.410376968,71886.451069258,100149.146383042,103757.793285669,63376.6218387399,100792.701231347,103248.805168977,1,1,1770,3128.10608252294,688062.101409436,704036.783427166
2141,1.14933084649965,0.744028855313081,0.337802814692259,1,1655,54448,18846.3990513551,89498.501858559,87521.8639346562,36492.8716352539,56351.7396234289,58213.7210619619,24915.9012715342,40417.7706336001,41482.9164939052,1,1,1770,1986.01883986962,424105.360312722,429768.443392779
2142,1.70555978035554,0.704471409367397,0.130900490819477,1,1655,54448,5305733.11760885,132812.101612797,129878.852101917,6470148.75352145,3534233.28828622,3396431.59494106,40095450.0506711,6379640.37251907,6357895.01734865,1,1,1770,427903.794168757,1044860.16411709,1055671.88344503
2143,1.26687339609489,1.03304983250564,0.238138878624886,1,1655,54448,489977.292121728,98651.5513268196,96472.7618101792,1030181.72295465,292953.069732497,285874.123488851,2563249.83240013,631354.324967901,620239.878445806,1,1,1770,34221.7502491147,507002.254002175,514436.589596183
2144,1.40748281078413,0.855179656413384,0.272691738058347,1,1655,54448,153288.482202027,109600.819764382,107180.207884426,361270.36685284,151128.244885318,151148.46190689,487992.072581102,271486.876836226,269019.165144021,1,1,1770,11845.5861846558,585185.211526102,596455.109928188
